config_id,folder,scenario,K,algo,total_budget,alpha,gamma,episode_keep,n_seeds,acc_mean,acc_std,fallback_rate,wall_time_total_sec,per_seed_csv
gaps_increasing_K32_FSH_a0.000_g0.500_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p000_g0p500_k1p000_impl0,gaps_increasing,32,FSH,40000,0.0,0.5,1.0,10,0.5,0.5270462766947299,1.0,8.747037410736084,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p000_g0p500_k1p000_impl0/per_seed.csv
gaps_increasing_K32_FSH_a0.000_g1.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p000_g1p000_k0p000_impl0,gaps_increasing,32,FSH,40000,0.0,1.0,0.0,10,0.0,0.0,1.0,3.407634973526001,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p000_g1p000_k0p000_impl0/per_seed.csv
gaps_increasing_K32_FSH_a0.000_g1.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p000_g1p000_k0p500_impl0,gaps_increasing,32,FSH,40000,0.0,1.0,0.5,10,0.4,0.5163977794943223,1.0,9.348976135253906,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p000_g1p000_k0p500_impl0/per_seed.csv
gaps_increasing_K32_FSH_a0.000_g1.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p000_g1p000_k1p000_impl0,gaps_increasing,32,FSH,40000,0.0,1.0,1.0,10,0.2,0.42163702135578396,1.0,9.962524652481079,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p000_g1p000_k1p000_impl0/per_seed.csv
gaps_increasing_K32_FSH_a0.500_g0.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p500_g0p000_k0p000_impl0,gaps_increasing,32,FSH,40000,0.5,0.0,0.0,10,0.0,0.0,1.0,2.378845691680908,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p500_g0p000_k0p000_impl0/per_seed.csv
gaps_increasing_K32_FSH_a0.500_g0.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p500_g0p000_k0p500_impl0,gaps_increasing,32,FSH,40000,0.5,0.0,0.5,10,0.0,0.0,1.0,2.342545747756958,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p500_g0p000_k0p500_impl0/per_seed.csv
gaps_increasing_K32_FSH_a0.500_g0.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p500_g0p000_k1p000_impl0,gaps_increasing,32,FSH,40000,0.5,0.0,1.0,10,0.0,0.0,1.0,2.3599047660827637,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p500_g0p000_k1p000_impl0/per_seed.csv
gaps_increasing_K32_FSH_a0.500_g0.500_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p500_g0p500_k0p000_impl0,gaps_increasing,32,FSH,40000,0.5,0.5,0.0,10,0.4,0.5163977794943222,1.0,2.3735179901123047,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p500_g0p500_k0p000_impl0/per_seed.csv
gaps_increasing_K32_FSH_a0.500_g0.500_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p500_g0p500_k0p500_impl0,gaps_increasing,32,FSH,40000,0.5,0.5,0.5,10,0.7,0.48304589153964794,1.0,5.917688608169556,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p500_g0p500_k0p500_impl0/per_seed.csv
gaps_increasing_K32_FSH_a0.500_g0.500_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p500_g0p500_k1p000_impl0,gaps_increasing,32,FSH,40000,0.5,0.5,1.0,10,0.3,0.48304589153964794,1.0,7.300753831863403,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p500_g0p500_k1p000_impl0/per_seed.csv
gaps_increasing_K32_FSH_a0.500_g1.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p500_g1p000_k0p000_impl0,gaps_increasing,32,FSH,40000,0.5,1.0,0.0,10,0.1,0.31622776601683794,1.0,2.3232669830322266,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p500_g1p000_k0p000_impl0/per_seed.csv
gaps_increasing_K32_FSH_a0.500_g1.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p500_g1p000_k0p500_impl0,gaps_increasing,32,FSH,40000,0.5,1.0,0.5,10,0.7,0.48304589153964794,1.0,6.9946606159210205,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p500_g1p000_k0p500_impl0/per_seed.csv
gaps_increasing_K32_FSH_a0.500_g1.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p500_g1p000_k1p000_impl0,gaps_increasing,32,FSH,40000,0.5,1.0,1.0,10,0.2,0.42163702135578396,1.0,8.167433977127075,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p500_g1p000_k1p000_impl0/per_seed.csv
gaps_increasing_K32_FSH_a1.000_g0.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a1p000_g0p000_k0p000_impl0,gaps_increasing,32,FSH,40000,1.0,0.0,0.0,10,0.0,0.0,1.0,1.6594529151916504,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a1p000_g0p000_k0p000_impl0/per_seed.csv
gaps_increasing_K32_FSH_a1.000_g0.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a1p000_g0p000_k0p500_impl0,gaps_increasing,32,FSH,40000,1.0,0.0,0.5,10,0.6,0.5163977794943223,1.0,5.879859685897827,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a1p000_g0p000_k0p500_impl0/per_seed.csv
gaps_increasing_K32_FSH_a1.000_g0.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a1p000_g0p000_k1p000_impl0,gaps_increasing,32,FSH,40000,1.0,0.0,1.0,10,0.3,0.4830458915396479,1.0,5.74542760848999,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a1p000_g0p000_k1p000_impl0/per_seed.csv
gaps_increasing_K32_FSH_a1.000_g0.500_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a1p000_g0p500_k0p000_impl0,gaps_increasing,32,FSH,40000,1.0,0.5,0.0,10,0.0,0.0,1.0,1.648686408996582,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a1p000_g0p500_k0p000_impl0/per_seed.csv
gaps_increasing_K32_FSH_a1.000_g0.500_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a1p000_g0p500_k0p500_impl0,gaps_increasing,32,FSH,40000,1.0,0.5,0.5,10,0.6,0.5163977794943223,1.0,5.655072450637817,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a1p000_g0p500_k0p500_impl0/per_seed.csv
gaps_increasing_K32_FSH_a1.000_g0.500_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a1p000_g0p500_k1p000_impl0,gaps_increasing,32,FSH,40000,1.0,0.5,1.0,10,0.3,0.4830458915396479,1.0,6.813722848892212,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a1p000_g0p500_k1p000_impl0/per_seed.csv
gaps_increasing_K32_FSH_a1.000_g1.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a1p000_g1p000_k0p000_impl0,gaps_increasing,32,FSH,40000,1.0,1.0,0.0,10,0.0,0.0,1.0,1.6853787899017334,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a1p000_g1p000_k0p000_impl0/per_seed.csv
gaps_increasing_K32_FSH_a1.000_g1.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a1p000_g1p000_k0p500_impl0,gaps_increasing,32,FSH,40000,1.0,1.0,0.5,10,0.6,0.5163977794943223,1.0,5.397045373916626,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a1p000_g1p000_k0p500_impl0/per_seed.csv
gaps_increasing_K32_FSH_a1.000_g1.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a1p000_g1p000_k1p000_impl0,gaps_increasing,32,FSH,40000,1.0,1.0,1.0,10,0.3,0.4830458915396479,1.0,6.144503593444824,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a1p000_g1p000_k1p000_impl0/per_seed.csv
gaps_increasing_K64_BASELINE_NO_ELIM_MIX_a0.000,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_BASELINE_NO_ELIM_MIX_a0p000,gaps_increasing,64,BASELINE_NO_ELIM_MIX,80000,0.0,,,10,0.2,0.42163702135578396,0.0,7.4306230545043945,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_BASELINE_NO_ELIM_MIX_a0p000/per_seed.csv
gaps_increasing_K64_BASELINE_NO_ELIM_MIX_a0.500,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_BASELINE_NO_ELIM_MIX_a0p500,gaps_increasing,64,BASELINE_NO_ELIM_MIX,80000,0.5,,,10,0.1,0.31622776601683794,0.0,7.419549226760864,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_BASELINE_NO_ELIM_MIX_a0p500/per_seed.csv
gaps_increasing_K64_BASELINE_NO_ELIM_MIX_a1.000,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_BASELINE_NO_ELIM_MIX_a1p000,gaps_increasing,64,BASELINE_NO_ELIM_MIX,80000,1.0,,,10,0.3,0.4830458915396479,0.0,5.4710071086883545,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_BASELINE_NO_ELIM_MIX_a1p000/per_seed.csv
gaps_increasing_K64_FSH_a0.000_g0.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p000_g0p000_k0p000_impl0,gaps_increasing,64,FSH,80000,0.0,0.0,0.0,10,0.1,0.31622776601683794,1.0,6.246579885482788,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p000_g0p000_k0p000_impl0/per_seed.csv
gaps_increasing_K64_FSH_a0.000_g0.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p000_g0p000_k0p500_impl0,gaps_increasing,64,FSH,80000,0.0,0.0,0.5,10,0.1,0.31622776601683794,1.0,6.211794853210449,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p000_g0p000_k0p500_impl0/per_seed.csv
gaps_increasing_K64_FSH_a0.000_g0.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p000_g0p000_k1p000_impl0,gaps_increasing,64,FSH,80000,0.0,0.0,1.0,10,0.1,0.31622776601683794,1.0,5.257888555526733,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p000_g0p000_k1p000_impl0/per_seed.csv
gaps_increasing_K64_FSH_a0.000_g0.500_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p000_g0p500_k0p000_impl0,gaps_increasing,64,FSH,80000,0.0,0.5,0.0,10,0.1,0.31622776601683794,1.0,4.861648797988892,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p000_g0p500_k0p000_impl0/per_seed.csv
gaps_increasing_K64_FSH_a0.000_g0.500_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p000_g0p500_k0p500_impl0,gaps_increasing,64,FSH,80000,0.0,0.5,0.5,10,0.1,0.31622776601683794,1.0,9.846810102462769,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p000_g0p500_k0p500_impl0/per_seed.csv
gaps_increasing_K64_FSH_a0.000_g0.500_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p000_g0p500_k1p000_impl0,gaps_increasing,64,FSH,80000,0.0,0.5,1.0,10,0.3,0.48304589153964794,1.0,15.09007740020752,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p000_g0p500_k1p000_impl0/per_seed.csv
gaps_increasing_K64_FSH_a0.000_g1.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p000_g1p000_k0p000_impl0,gaps_increasing,64,FSH,80000,0.0,1.0,0.0,10,0.1,0.31622776601683794,1.0,6.133516550064087,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p000_g1p000_k0p000_impl0/per_seed.csv
gaps_increasing_K64_FSH_a0.000_g1.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p000_g1p000_k0p500_impl0,gaps_increasing,64,FSH,80000,0.0,1.0,0.5,10,0.3,0.48304589153964794,1.0,15.14417815208435,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p000_g1p000_k0p500_impl0/per_seed.csv
gaps_increasing_K64_FSH_a0.000_g1.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p000_g1p000_k1p000_impl0,gaps_increasing,64,FSH,80000,0.0,1.0,1.0,10,0.2,0.42163702135578396,1.0,18.108955144882202,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p000_g1p000_k1p000_impl0/per_seed.csv
gaps_increasing_K64_FSH_a0.500_g0.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p500_g0p000_k0p000_impl0,gaps_increasing,64,FSH,80000,0.5,0.0,0.0,10,0.1,0.31622776601683794,1.0,3.6847989559173584,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p500_g0p000_k0p000_impl0/per_seed.csv
gaps_increasing_K64_FSH_a0.500_g0.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p500_g0p000_k0p500_impl0,gaps_increasing,64,FSH,80000,0.5,0.0,0.5,10,0.1,0.31622776601683794,1.0,4.331501483917236,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p500_g0p000_k0p500_impl0/per_seed.csv
gaps_increasing_K64_FSH_a0.500_g0.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p500_g0p000_k1p000_impl0,gaps_increasing,64,FSH,80000,0.5,0.0,1.0,10,0.1,0.31622776601683794,1.0,4.410356283187866,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p500_g0p000_k1p000_impl0/per_seed.csv
gaps_increasing_K64_FSH_a0.500_g0.500_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p500_g0p500_k0p000_impl0,gaps_increasing,64,FSH,80000,0.5,0.5,0.0,10,0.0,0.0,1.0,3.9637701511383057,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p500_g0p500_k0p000_impl0/per_seed.csv
gaps_increasing_K64_FSH_a0.500_g0.500_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p500_g0p500_k0p500_impl0,gaps_increasing,64,FSH,80000,0.5,0.5,0.5,10,0.2,0.42163702135578396,1.0,8.252417802810669,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p500_g0p500_k0p500_impl0/per_seed.csv
gaps_increasing_K64_FSH_a0.500_g0.500_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p500_g0p500_k1p000_impl0,gaps_increasing,64,FSH,80000,0.5,0.5,1.0,10,0.1,0.31622776601683794,1.0,12.333374738693237,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p500_g0p500_k1p000_impl0/per_seed.csv
gaps_increasing_K64_FSH_a0.500_g1.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p500_g1p000_k0p000_impl0,gaps_increasing,64,FSH,80000,0.5,1.0,0.0,10,0.0,0.0,1.0,4.851937294006348,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p500_g1p000_k0p000_impl0/per_seed.csv
gaps_increasing_K64_FSH_a0.500_g1.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p500_g1p000_k0p500_impl0,gaps_increasing,64,FSH,80000,0.5,1.0,0.5,10,0.5,0.5270462766947299,1.0,12.058940649032593,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p500_g1p000_k0p500_impl0/per_seed.csv
gaps_increasing_K64_FSH_a0.500_g1.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p500_g1p000_k1p000_impl0,gaps_increasing,64,FSH,80000,0.5,1.0,1.0,10,0.0,0.0,1.0,14.399499654769897,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a0p500_g1p000_k1p000_impl0/per_seed.csv
gaps_increasing_K64_FSH_a1.000_g0.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a1p000_g0p000_k0p000_impl0,gaps_increasing,64,FSH,80000,1.0,0.0,0.0,10,0.1,0.31622776601683794,1.0,3.1451046466827393,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a1p000_g0p000_k0p000_impl0/per_seed.csv
gaps_increasing_K64_FSH_a1.000_g0.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a1p000_g0p000_k0p500_impl0,gaps_increasing,64,FSH,80000,1.0,0.0,0.5,10,0.3,0.48304589153964794,1.0,9.08526086807251,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a1p000_g0p000_k0p500_impl0/per_seed.csv
gaps_increasing_K64_FSH_a1.000_g0.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a1p000_g0p000_k1p000_impl0,gaps_increasing,64,FSH,80000,1.0,0.0,1.0,10,0.1,0.31622776601683794,1.0,10.368946075439453,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a1p000_g0p000_k1p000_impl0/per_seed.csv
gaps_increasing_K64_FSH_a1.000_g0.500_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a1p000_g0p500_k0p000_impl0,gaps_increasing,64,FSH,80000,1.0,0.5,0.0,10,0.1,0.31622776601683794,1.0,3.1791491508483887,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a1p000_g0p500_k0p000_impl0/per_seed.csv
gaps_increasing_K64_FSH_a1.000_g0.500_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a1p000_g0p500_k0p500_impl0,gaps_increasing,64,FSH,80000,1.0,0.5,0.5,10,0.3,0.48304589153964794,1.0,9.769134283065796,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a1p000_g0p500_k0p500_impl0/per_seed.csv
gaps_increasing_K64_FSH_a1.000_g0.500_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a1p000_g0p500_k1p000_impl0,gaps_increasing,64,FSH,80000,1.0,0.5,1.0,10,0.1,0.31622776601683794,1.0,11.146554708480835,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a1p000_g0p500_k1p000_impl0/per_seed.csv
gaps_increasing_K64_FSH_a1.000_g1.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a1p000_g1p000_k0p000_impl0,gaps_increasing,64,FSH,80000,1.0,1.0,0.0,10,0.1,0.31622776601683794,1.0,2.9670188426971436,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a1p000_g1p000_k0p000_impl0/per_seed.csv
gaps_increasing_K64_FSH_a1.000_g1.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a1p000_g1p000_k0p500_impl0,gaps_increasing,64,FSH,80000,1.0,1.0,0.5,10,0.3,0.48304589153964794,1.0,9.45995044708252,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a1p000_g1p000_k0p500_impl0/per_seed.csv
gaps_increasing_K64_FSH_a1.000_g1.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a1p000_g1p000_k1p000_impl0,gaps_increasing,64,FSH,80000,1.0,1.0,1.0,10,0.1,0.31622776601683794,1.0,10.286289691925049,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K64/gaps_increasing_K64_FSH_a1p000_g1p000_k1p000_impl0/per_seed.csv
random_K32_BASELINE_NO_ELIM_MIX_a0.000,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/random_K32/random_K32_BASELINE_NO_ELIM_MIX_a0p000,random,32,BASELINE_NO_ELIM_MIX,40000,0.0,,,10,0.8,0.42163702135578396,0.0,3.478804349899292,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/random_K32/random_K32_BASELINE_NO_ELIM_MIX_a0p000/per_seed.csv
