seed,env_seed,algo_seed,perm,best_arm,final_arm,correct,wall_time_sec,spent_budget,duels,rewards,rounds_executed,seed_md
35,12380,67925,"11,9,15,5,10,0,6,1,2,3,14,4,13,8,12,7",5,5,1,1.3978307247161865,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_035.md
36,12381,67926,"0,13,6,7,2,15,4,5,14,9,1,10,12,11,8,3",0,0,1,1.348444938659668,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_036.md
37,12382,67927,"10,15,7,1,2,11,0,5,6,4,13,8,12,9,14,3",6,6,1,1.4716796875,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_037.md
38,12383,67928,"9,5,1,14,4,2,10,6,8,3,0,7,12,11,15,13",10,10,1,1.2616300582885742,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_038.md
39,12384,67929,"11,12,2,3,9,0,13,6,10,4,8,7,14,15,1,5",5,5,1,1.3303372859954834,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_039.md
40,12385,67930,"1,10,0,13,5,8,7,3,2,4,12,15,14,9,6,11",2,2,1,1.3626511096954346,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_040.md
41,12386,67931,"4,5,9,7,1,11,3,2,10,12,8,14,13,6,15,0",15,15,1,1.2990171909332275,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_041.md
42,12387,67932,"6,2,14,0,7,5,10,11,13,1,4,9,3,12,8,15",3,3,1,1.4251866340637207,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_042.md
43,12388,67933,"2,4,7,3,9,8,5,11,13,6,1,0,12,14,15,10",11,11,1,1.3382291793823242,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_043.md
44,12389,67934,"14,5,4,12,11,13,2,9,1,7,3,8,10,15,0,6",14,14,1,1.3535540103912354,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_044.md
45,12390,67935,"0,8,14,11,13,6,9,10,7,1,5,3,4,2,15,12",0,0,1,1.3902528285980225,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_045.md
46,12391,67936,"11,8,9,12,2,1,10,4,15,7,3,13,0,14,5,6",12,12,1,1.3273766040802002,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_046.md
47,12392,67937,"14,12,0,3,8,10,9,6,5,7,15,2,4,13,1,11",2,2,1,1.2328414916992188,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_047.md
48,12393,67938,"5,1,12,0,10,7,6,13,14,2,8,9,11,3,4,15",3,3,1,1.3215830326080322,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_048.md
49,12394,67939,"5,4,3,8,14,12,6,7,9,1,11,2,13,0,15,10",13,13,1,1.3811392784118652,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_049.md
50,12395,67940,"15,13,3,10,11,8,5,12,14,2,0,7,1,9,6,4",10,10,1,1.2957310676574707,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_050.md
51,12396,67941,"6,13,2,7,10,9,1,8,12,3,14,5,0,11,4,15",12,12,1,1.337010383605957,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_051.md
52,12397,67942,"5,3,7,8,2,6,13,11,0,15,10,4,14,1,12,9",8,8,1,1.3016064167022705,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_052.md
53,12398,67943,"2,9,11,10,4,15,1,12,0,14,8,13,3,6,7,5",8,8,1,1.2490205764770508,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_053.md
54,12399,67944,"14,5,9,7,11,10,15,0,3,12,1,8,4,13,6,2",7,7,1,1.277036428451538,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_054.md
55,12400,67945,"4,12,6,14,0,15,2,7,10,1,5,13,8,9,3,11",4,4,1,1.2236788272857666,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_055.md
56,12401,67946,"0,15,9,10,2,8,13,3,6,5,1,11,4,7,12,14",0,0,1,1.339836835861206,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_056.md
57,12402,67947,"12,3,6,8,5,2,1,0,9,11,7,13,14,4,10,15",7,7,1,1.2687842845916748,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_057.md
58,12403,67948,"7,8,5,15,0,1,2,6,11,4,10,12,14,13,3,9",4,4,1,1.232309341430664,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_058.md
59,12404,67949,"11,5,15,6,0,14,9,10,1,2,3,7,12,8,13,4",4,4,1,1.2348434925079346,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_059.md
60,12405,67950,"2,3,13,10,6,7,12,11,8,14,5,1,4,15,0,9",14,14,1,1.374779224395752,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_060.md
61,12406,67951,"10,13,5,1,15,0,8,9,4,11,7,6,2,12,14,3",5,5,1,1.2890019416809082,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_061.md
62,12407,67952,"0,10,5,2,15,12,1,3,6,7,4,11,14,13,9,8",0,0,1,1.3098187446594238,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_062.md
63,12408,67953,"10,3,8,1,9,4,7,11,6,13,15,14,0,12,2,5",12,12,1,1.203826665878296,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_063.md
64,12409,67954,"3,2,0,14,11,13,10,7,6,8,4,5,12,15,9,1",2,2,1,1.284738302230835,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_064.md
65,12410,67955,"12,2,0,6,8,13,4,5,10,11,7,9,15,1,3,14",2,2,1,1.2237582206726074,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_065.md
66,12411,67956,"9,11,5,12,3,6,2,14,0,10,15,4,8,1,7,13",8,8,1,1.2457966804504395,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_066.md
67,12412,67957,"10,1,4,7,13,6,9,8,0,11,3,2,5,14,15,12",8,8,1,1.3435230255126953,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_067.md
68,12413,67958,"14,0,15,13,1,6,4,12,7,9,3,2,5,11,10,8",1,1,1,1.2386424541473389,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_068.md
69,12414,67959,"10,8,4,3,9,14,0,5,1,13,11,15,2,6,12,7",6,6,1,1.3132364749908447,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_069.md
70,12415,67960,"10,1,13,6,14,7,9,2,11,5,15,4,0,8,3,12",12,12,1,1.2051551342010498,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_070.md
71,12416,67961,"15,7,6,3,11,9,2,12,14,10,5,8,1,4,0,13",14,14,1,1.4741504192352295,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_071.md
72,12417,67962,"8,14,12,13,0,5,10,4,1,11,7,6,15,9,3,2",4,4,1,1.2579963207244873,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_072.md
73,12418,67963,"6,1,11,3,14,9,10,4,5,7,2,13,12,15,8,0",15,15,1,1.3426167964935303,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_073.md
74,12419,67964,"7,15,0,10,14,13,11,4,3,9,12,1,8,2,5,6",2,2,1,1.2609381675720215,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_074.md
75,12420,67965,"5,6,2,14,8,0,9,13,15,10,7,4,3,12,1,11",5,5,1,1.3304588794708252,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_075.md
76,12421,67966,"7,10,15,1,4,5,11,8,14,12,0,2,9,3,13,6",10,10,1,1.2010595798492432,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_076.md
77,12422,67967,"2,6,9,7,4,3,15,5,8,0,13,1,11,10,14,12",9,9,1,1.2197132110595703,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_077.md
78,12423,67968,"4,3,1,5,0,9,7,15,6,8,11,14,13,2,10,12",4,4,1,1.218834638595581,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_078.md
79,12424,67969,"12,0,3,8,2,4,11,5,1,10,15,14,13,6,9,7",1,1,1,1.1737689971923828,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_079.md
80,12425,67970,"9,0,15,8,1,7,3,2,13,4,12,5,11,6,14,10",1,1,1,1.245656967163086,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_080.md
81,12426,67971,"13,0,3,4,15,12,7,11,2,5,6,1,9,8,10,14",1,1,1,1.3118693828582764,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_081.md
82,12427,67972,"7,15,6,14,0,11,13,10,1,2,8,9,12,3,5,4",4,4,1,1.131192922592163,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_082.md
83,12428,67973,"0,13,14,1,11,2,7,3,4,10,8,6,9,5,15,12",0,0,1,1.2074174880981445,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_083.md
84,12429,67974,"13,6,7,11,12,5,10,14,9,15,3,8,1,2,4,0",15,15,1,1.1515278816223145,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_084.md
85,12430,67975,"9,14,6,1,3,11,5,13,10,8,4,0,15,2,7,12",11,11,1,1.1756889820098877,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_085.md
86,12431,67976,"10,8,12,4,1,11,14,2,13,3,15,5,0,7,6,9",12,12,1,1.1456334590911865,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_086.md
87,12432,67977,"9,10,3,8,14,4,13,12,2,0,7,1,5,11,15,6",9,9,1,1.2269961833953857,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_087.md
88,12433,67978,"14,5,13,7,8,15,10,3,9,4,2,6,1,12,0,11",14,14,1,1.1693532466888428,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_088.md
89,12434,67979,"12,8,11,5,1,2,6,4,13,7,14,0,10,9,3,15",11,11,1,1.178011178970337,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_089.md
90,12435,67980,"11,0,15,8,9,5,4,1,6,13,2,10,14,7,3,12",1,1,1,1.185225486755371,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_090.md
91,12436,67981,"4,6,9,3,11,1,0,14,15,13,5,8,12,2,10,7",6,6,1,1.1526985168457031,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_091.md
92,12437,67982,"9,8,10,1,0,7,3,4,2,15,12,14,6,13,11,5",4,4,1,1.1369922161102295,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_092.md
93,12438,67983,"9,6,5,2,0,14,12,8,15,4,11,13,10,7,1,3",4,4,1,1.1121931076049805,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_093.md
94,12439,67984,"6,5,3,1,12,10,4,14,0,11,15,2,9,7,8,13",8,8,1,1.2072734832763672,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_094.md
95,12440,67985,"15,13,2,12,4,11,6,9,1,14,0,5,8,7,10,3",10,10,1,1.0920424461364746,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_095.md
96,12441,67986,"6,1,11,8,15,10,12,2,14,4,13,5,7,3,0,9",14,14,1,1.258880853652954,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_096.md
97,12442,67987,"4,12,14,11,13,0,2,6,15,8,3,5,10,7,9,1",5,5,1,1.1969828605651855,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_097.md
98,12443,67988,"7,14,2,13,12,3,10,9,15,8,4,5,11,1,6,0",15,15,1,1.1403028964996338,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_098.md
99,12444,67989,"9,10,12,15,8,2,7,14,13,5,4,6,0,3,11,1",12,12,1,1.2677290439605713,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_099.md
100,12445,67990,"10,11,1,3,7,14,6,0,15,8,4,9,5,2,13,12",7,7,1,1.229733943939209,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_100.md
101,12446,67991,"2,4,1,8,6,15,0,7,11,9,10,14,3,13,5,12",6,6,1,1.0867838859558105,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_101.md
102,12447,67992,"11,5,1,6,12,13,8,2,3,7,10,9,4,0,15,14",13,13,1,1.1513679027557373,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_102.md
103,12448,67993,"9,10,3,5,12,1,14,15,4,13,8,6,2,0,11,7",13,13,1,1.1655588150024414,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_103.md
104,12449,67994,"9,12,6,15,2,14,5,1,0,8,4,13,3,10,7,11",8,8,1,1.160196304321289,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_104.md
105,12450,67995,"4,13,12,10,11,15,2,5,6,7,0,3,8,1,14,9",10,10,1,1.1610543727874756,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_105.md
106,12451,67996,"13,5,14,11,3,9,12,8,6,2,1,4,10,0,15,7",13,13,1,1.2189056873321533,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_106.md
107,12452,67997,"15,12,6,7,9,5,13,8,0,4,2,3,11,1,14,10",8,8,1,1.2043700218200684,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_107.md
108,12453,67998,"14,2,1,15,11,10,0,9,3,12,8,7,13,4,6,5",6,6,1,1.228846788406372,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_108.md
109,12454,67999,"6,8,12,7,9,4,1,14,15,11,5,2,3,0,13,10",13,13,1,1.1491243839263916,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_109.md
